Date:  23:26, ÐÇÆÚÈÕ, °ËÔÂ 30, 2020
Model name:Boeing 747-simple_thermal
Study name:Thermal 1(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (mm)  ,Y (mm)  ,Z (mm)
16424  ,114.219     ,780.23  ,-47.028  ,-24.41
16425  ,114.275     ,782.3  ,-47.028  ,-24.535
16426  ,113.850     ,777.07  ,-42.627  ,-21.274
16427  ,114.590     ,798.45  ,-61.13  ,-22.901
16428  ,114.551     ,791.88  ,-51.174  ,-21.663
16429  ,114.621     ,799.42  ,-56.571  ,-21.909
16430  ,114.547     ,789.27  ,-58.92  ,-23.021
16431  ,114.563     ,792.16  ,-59.011  ,-24.843
16432  ,114.407     ,787.31  ,-52.679  ,-24.793
16433  ,114.579     ,792.52  ,-62.712  ,-23.396
16434  ,114.432     ,787.09  ,-53.929  ,-21.789
16435  ,114.607     ,803.46  ,-66.78  ,-23.158
16436  ,114.638     ,804.43  ,-62.221  ,-22.167
16437  ,114.594     ,806.74  ,-70.88  ,-22.562
16438  ,114.595     ,802.01  ,-72.547  ,-23.134
16439  ,114.579     ,806.74  ,-76.086  ,-22.799
16440  ,114.596     ,797.63  ,-68.363  ,-23.603
16441  ,114.581     ,797.11  ,-65.23  ,-22.304
16442  ,114.595     ,801.29  ,-72.547  ,-23.961
16443  ,114.596     ,797.21  ,-68.363  ,-24.657
16444  ,114.599     ,801.03  ,-70.88  ,-22.77
16445  ,114.595     ,800.98  ,-72.547  ,-25.014
16446  ,114.596     ,797.27  ,-68.363  ,-25.79
16447  ,114.599     ,799.58  ,-70.88  ,-24.383
16448  ,114.595     ,801.14  ,-72.547  ,-26.099
16449  ,114.580     ,805.38  ,-76.14  ,-27.361
16450  ,114.596     ,797.81  ,-68.363  ,-26.791
16451  ,114.599     ,801.39  ,-70.88  ,-24.942
16452  ,114.599     ,800.39  ,-70.88  ,-25.369
16453  ,114.599     ,799.87  ,-70.88  ,-26.536
16454  ,114.592     ,809.33  ,-70.88  ,-25.067
16455  ,114.565     ,812.83  ,-77.42  ,-27.609
16456  ,114.593     ,804.94  ,-72.547  ,-26.065
16457  ,114.577     ,809.33  ,-76.086  ,-25.305
16458  ,114.578     ,808.64  ,-76.27  ,-27.698
16459  ,114.594     ,800.96  ,-68.363  ,-27.684
16460  ,114.596     ,804.71  ,-70.88  ,-25.067
16461  ,114.596     ,803.94  ,-70.88  ,-27.672
16462  ,114.607     ,800.99  ,-60.445  ,-25.62
16463  ,114.568     ,794.42  ,-50.489  ,-24.383
16464  ,114.638     ,801.95  ,-55.886  ,-24.629
16465  ,114.594     ,804.26  ,-64.545  ,-25.024
16466  ,114.584     ,809.18  ,-63.713  ,-27.299
16467  ,114.628     ,804.23  ,-57.399  ,-27.253
16468  ,114.580     ,794.7  ,-58.326  ,-27.563
16469  ,114.424     ,789.93  ,-51.994  ,-27.51
16470  ,114.596     ,795.68  ,-62.028  ,-27.646
16471  ,114.582     ,794.64  ,-58.894  ,-24.766
16472  ,114.599     ,799.65  ,-64.545  ,-25.024
16473  ,114.596     ,802.39  ,-64.415  ,-27.521
16474  ,114.461     ,789.2  ,-44.284  ,-24.348
16475  ,114.521     ,799.36  ,-51.193  ,-27.207
16476  ,114.566     ,794.4  ,-44.88  ,-27.161
16477  ,114.318     ,784.63  ,-45.788  ,-27.478
16478  ,114.343     ,784.41  ,-47.038  ,-24.474
16479  ,114.475     ,789.42  ,-52.689  ,-24.731
16480  ,114.492     ,791.95  ,-52.004  ,-27.451
16481  ,112.780     ,771.12  ,-29.594  ,-26.465
16482  ,113.917     ,779.82  ,-31.05  ,-23.993
16483  ,114.076     ,783.98  ,-38.078  ,-24.313
16484  ,114.181     ,789.53  ,-38.674  ,-27.116
16485  ,114.209     ,784.57  ,-32.361  ,-27.07
16486  ,113.379     ,773.89  ,-33.22  ,-27.412
16487  ,113.933     ,779.32  ,-39.582  ,-27.445
16488  ,113.507     ,774.18  ,-35.182  ,-24.181
16489  ,113.958     ,779.19  ,-40.832  ,-24.439
16490  ,114.000     ,781.51  ,-39.592  ,-27.381
16491  ,111.981     ,765.9  ,-23.388  ,-26.43
16492  ,111.530     ,764.26  ,-17.989  ,-22.257
16493  ,112.972     ,769.36  ,-15.81  ,-24.358
16494  ,112.176     ,763.8  ,-16.167  ,-27.11
16495  ,113.118     ,774.6  ,-24.844  ,-23.957
16496  ,112.664     ,770.77  ,-22.144  ,-23.834
16497  ,113.136     ,769.67  ,-18.165  ,-30.349
16498  ,111.683     ,761.85  ,-19.081  ,-30.434
16499  ,113.410     ,779.7  ,-26.155  ,-27.025
16500  ,113.404     ,774.81  ,-19.861  ,-26.977
16501  ,112.816     ,771.08  ,-27.181  ,-27.311
16502  ,110.188     ,759.59  ,-20.799  ,-23.798
16503  ,111.563     ,763.99  ,-23.616  ,-26.493
16504  ,111.112     ,762.35  ,-18.217  ,-22.32
16505  ,111.758     ,761.89  ,-16.395  ,-27.174
16506  ,111.264     ,759.94  ,-19.281  ,-30.475
16507  ,112.162     ,766.75  ,-27.242  ,-27.441
16508  ,112.398     ,769.24  ,-27.409  ,-27.372
16509  ,111.599     ,763.95  ,-21.205  ,-27.339
16510  ,109.690     ,757.68  ,-21.031  ,-23.846
16511  ,111.065     ,762.08  ,-23.848  ,-26.541
16512  ,108.764     ,753.92  ,-19.568  ,-24.608
16513  ,111.260     ,759.98  ,-16.626  ,-27.222
16514  ,110.077     ,755.26  ,-17.293  ,-27.574
16515  ,109.287     ,755.15  ,-21.814  ,-28.147
16516  ,110.767     ,758.03  ,-19.488  ,-30.503
16517  ,111.664     ,764.91  ,-27.474  ,-27.502
16518  ,111.053     ,760.96  ,-25.635  ,-27.404
16519  ,110.683     ,760.13  ,-21.654  ,-27.466
16520  ,109.346     ,757.03  ,-22.007  ,-22.602
16521  ,110.720     ,761.43  ,-24.824  ,-25.297
16522  ,108.420     ,753.27  ,-20.544  ,-23.364
16523  ,108.018     ,755.53  ,-26.591  ,-20.847
16524  ,107.946     ,753.87  ,-25.089  ,-23.821
16525  ,108.942     ,754.5  ,-22.834  ,-26.936
16526  ,110.708     ,760.12  ,-26.612  ,-26.324
16527  ,110.338     ,759.48  ,-22.639  ,-26.207
16528  ,109.841     ,756.92  ,-22.766  ,-26.564
16529  ,109.479     ,757.93  ,-22.771  ,-21.139
16530  ,110.854     ,762.33  ,-25.588  ,-23.834
16531  ,108.152     ,756.41  ,-27.241  ,-19.318
16532  ,111.162     ,762.03  ,-29.336  ,-22.728
16533  ,110.842     ,760.09  ,-27.376  ,-25.002
16534  ,110.472     ,760.38  ,-23.403  ,-24.744
16535  ,109.630     ,757.6  ,-24.729  ,-23.476
16536  ,108.087     ,756.79  ,-23.275  ,-14.076
16537  ,109.815     ,759.59  ,-22.921  ,-20.347
16538  ,111.190     ,763.99  ,-25.738  ,-23.042
16539  ,110.739     ,762.36  ,-20.339  ,-18.869
16540  ,108.724     ,760.13  ,-28.683  ,-14.281
16541  ,108.488     ,758.07  ,-27.348  ,-18.504
16542  ,111.873     ,768.86  ,-24.509  ,-20.448
16543  ,108.716     ,760.83  ,-29.563  ,-10.692
16544  ,111.498     ,763.25  ,-29.486  ,-21.368
16545  ,111.917     ,767.05  ,-31.326  ,-20.758
16546  ,111.226     ,763.95  ,-23.325  ,-23.888
16547  ,110.808     ,762.04  ,-23.553  ,-23.952
16548  ,110.099     ,760.22  ,-25.735  ,-20.981
16549  ,100.671     ,846.85  ,-1.0428  ,-51.684
16550  ,102.605     ,840.53  ,-0.0028426  ,-52.455
16551  ,105.005     ,830.59  ,0.82365  ,-53.458
16552  ,95.426      ,855.11  ,-1.5326  ,-53.117
16553  ,98.113      ,856.36  ,-1.0447  ,-50.545
16554  ,98.887      ,853.22  ,-0.0028764  ,-50.909
16555  ,100.441     ,847.92  ,-5.0047  ,-52.002
16556  ,94.529      ,858.27  ,-0.4892  ,-52.751
16557  ,97.217      ,859.52  ,-0.0012903  ,-50.18
16558  ,97.760      ,857.24  ,-2.8791  ,-50.861
16559  ,92.567      ,841.04  ,-2.9068  ,-71.714
16560  ,92.131      ,851.39  ,-2.4962  ,-61.025
16561  ,95.593      ,849.5  ,-0.96649  ,-58.817
16562  ,97.527      ,843.18  ,0.073459  ,-59.587
16563  ,85.907      ,853.6  ,-1.2101  ,-66.087
16564  ,92.110      ,846.03  ,-0.021057  ,-66.751
16565  ,96.772      ,833.24  ,0.79092  ,-68.446
16566  ,99.926      ,833.24  ,0.89995  ,-60.59
16567  ,97.146      ,843.21  ,-5.9577  ,-59.91
16568  ,95.362      ,850.57  ,-4.9962  ,-59.134
16569  ,89.041      ,842.28  ,-2.9227  ,-78.787
16570  ,88.584      ,847.27  ,-0.03698  ,-73.824
16571  ,85.106      ,848.4  ,-0.0048657  ,-80.96
16572  ,83.875      ,847.33  ,0.058976  ,-87.781
16573  ,88.542      ,847.09  ,-5.9104  ,-74.115
16574  ,76.139      ,844  ,-0.95482  ,-139.39
16575  ,76.440      ,841.01  ,0.00079744  ,-142.92
16576  ,78.823      ,835.67  ,0.30208  ,-138.3
16577  ,78.519      ,838.67  ,-1.2522  ,-134.8
16578  ,81.203      ,830.34  ,0.0046955  ,-133.7
16579  ,81.464      ,831.94  ,0.8407  ,-129.92
16580  ,78.801      ,835.61  ,-2.2112  ,-138.34
16581  ,81.760      ,833.44  ,0.010945  ,-126.15
16582  ,81.477      ,830.68  ,-3.3686  ,-129.98
16583  ,87.858      ,841.22  ,-2.9803  ,-85.557
16584  ,82.692      ,846.27  ,0.0013565  ,-94.551
16585  ,87.372      ,833.42  ,0.0037034  ,-97.983
16586  ,89.500      ,833.42  ,0.45822  ,-90.141
16587  ,83.833      ,847.25  ,-6.0117  ,-87.957
16588  ,112.389     ,833.15  ,-3.3268  ,-33.925
16589  ,109.970     ,837.51  ,-3.0231  ,-39.685
16590  ,104.804     ,843.61  ,-1.2014  ,-45.34
16591  ,106.738     ,837.29  ,-0.1614  ,-46.11
16592  ,110.647     ,834.04  ,0.0070422  ,-40.05
16593  ,111.681     ,834.87  ,-8.0704  ,-36.801
16594  ,109.137     ,827.35  ,0.66509  ,-47.113
16595  ,115.245     ,827.35  ,0.64054  ,-39.256
16596  ,106.357     ,837.34  ,-6.185  ,-46.433
16597  ,104.573     ,844.84  ,-5.1226  ,-45.657
16598  ,108.610     ,852.53  ,-2.0891  ,-39.087
16599  ,108.589     ,844.2  ,-2.0078  ,-40.224
16600  ,102.649     ,853.44  ,-1.2279  ,-45.514
16601  ,103.422     ,850.3  ,-0.1861  ,-45.878
16602  ,107.691     ,847.38  ,0.035792  ,-41.308
16603  ,109.223     ,849.01  ,-5.9738  ,-37.358
16604  ,110.300     ,841.52  ,-6.8329  ,-37.235
16605  ,109.243     ,849.02  ,1.3766  ,-37.236
16606  ,103.192     ,850.43  ,-4.1253  ,-46.195
16607  ,102.296     ,854.56  ,-3.0269  ,-45.83
16608  ,109.109     ,840.86  ,-5.4323  ,-40.195
16609  ,107.215     ,858.37  ,0.06613  ,-41.319
16610  ,101.254     ,859.75  ,0.89899  ,-47.746
16611  ,106.296     ,853.68  ,2.9509  ,-43.286
16612  ,107.694     ,862.4  ,-4.6573  ,-40.045
16613  ,107.828     ,854.84  ,-4.7537  ,-39.995
16614  ,107.848     ,854.91  ,4.7654  ,-39.972
16615  ,100.901     ,859.9  ,-0.90177  ,-48.062
16616  ,106.332     ,853.78  ,-2.9146  ,-43.278
16617  ,81.097      ,861.23  ,-1.2261  ,-64.543
16618  ,70.000      ,869.33  ,-2.4688  ,-75.342
16619  ,70.000      ,871.76  ,-2.6725  ,-82.447
16620  ,74.873      ,863.44  ,0.060033  ,-69.606
16621  ,84.328      ,859.47  ,-3.6342  ,-62.653
16622  ,83.432      ,863.02  ,-2.6426  ,-62.288
16623  ,81.034      ,857.29  ,-4.602  ,-70.561
16624  ,77.508      ,858.91  ,-4.7224  ,-77.634
16625  ,70.000      ,872.77  ,-3.2087  ,-90.131
16626  ,70.000      ,875.2  ,-3.2883  ,-97.17
16627  ,77.599      ,857  ,0.76761  ,-85.09
16628  ,76.367      ,855.93  ,0.83145  ,-91.911
16629  ,77.508      ,857.68  ,-5.1411  ,-85.317
16630  ,76.325      ,857.14  ,-5.329  ,-92.087
16631  ,70.000      ,865.58  ,-3.9386  ,-81.758
16632  ,75.419      ,853.85  ,-2.1521  ,-109.44
16633  ,70.000      ,878.74  ,-3.5946  ,-111.82
16634  ,70.000      ,876.21  ,-3.608  ,-104.87
16635  ,76.367      ,855.93  ,0.60832  ,-99.609
16636  ,81.047      ,843.08  ,0.61066  ,-103.04
16637  ,76.325      ,856.5  ,-5.4328  ,-99.785
16638  ,70.000      ,865.58  ,-4.6391  ,-97.143
16639  ,75.419      ,853.85  ,-2.1594  ,-117.14
16640  ,70.000      ,882.07  ,-3.7122  ,-126.34
16641  ,70.000      ,879.57  ,-3.7873  ,-119.52
16642  ,75.873      ,849.54  ,-0.30981  ,-123.17
16643  ,70.000      ,865.58  ,-4.8639  ,-112.54
16644  ,72.928      ,856.27  ,-2.184  ,-135.74
16645  ,70.000      ,882.35  ,-3.8036  ,-134.04
16646  ,70.000      ,887.15  ,-3.5126  ,-143.32
16647  ,70.000      ,875.76  ,-3.9552  ,-143.32
16648  ,75.873      ,849.54  ,-0.091098  ,-130.87
16649  ,75.591      ,844.94  ,-3.8997  ,-134.7
16650  ,75.887      ,849.49  ,-4.4815  ,-130.92
16651  ,70.000      ,865.58  ,-4.6638  ,-127.95
16652  ,72.928      ,856.27  ,-1.6204  ,-143.42
16653  ,70.000      ,875.22  ,-3.5797  ,-151
16654  ,73.211      ,852.21  ,-2.7158  ,-146.97
16655  ,75.591      ,847.68  ,-3.035  ,-142.37
16656  ,70.000      ,865.58  ,-3.938  ,-143.33
16657  ,75.091      ,843.42  ,0.85121  ,-146.95
16658  ,75.072      ,843.46  ,-0.85077  ,-146.97
16659  ,71.862      ,853.05  ,-1.9261  ,-151
16660  ,77.466      ,836.53  ,0.90698  ,-142.07
16661  ,79.849      ,830.34  ,1.1269  ,-137.45
16662  ,77.447      ,836.56  ,-0.90653  ,-142.1
16663  ,79.827      ,830.41  ,-1.1233  ,-137.5
16664  ,76.098      ,841.45  ,-9.6523E-15  ,-146.13
16665  ,83.017      ,823.48  ,1.1976  ,-132.58
16666  ,83.278      ,823.87  ,2.0565  ,-128.8
16667  ,90.434      ,808.66  ,0.97619  ,-122.58
16668  ,86.527      ,820.58  ,3.1622  ,-124.62
16669  ,90.483      ,808.56  ,-0.96715  ,-122.52
16670  ,88.321      ,813.72  ,0.0091672  ,-126.7
16671  ,82.995      ,823.53  ,-1.1886  ,-132.63
16672  ,83.291      ,820.58  ,-1.9932  ,-128.86
16673  ,81.641      ,827.54  ,-1.2335E-14  ,-136.38
16674  ,84.558      ,831.36  ,-1.9764  ,-115.51
16675  ,85.012      ,827.04  ,-0.12681  ,-121.54
16676  ,88.261      ,820.58  ,0.0071484  ,-116.93
16677  ,92.217      ,808.01  ,-3.4335  ,-115.26
16678  ,93.724      ,808  ,-4.2774  ,-110.77
16679  ,85.026      ,827.02  ,-4.3191  ,-121.59
16680  ,79.139      ,842.61  ,-5.225  ,-118.61
16681  ,79.139      ,843.59  ,-4.6795  ,-126.31
16682  ,86.544      ,820.58  ,-3.1504  ,-124.67
16683  ,86.449      ,831.36  ,-2.7541  ,-107.75
16684  ,95.563      ,808.2  ,-1.0041  ,-103.1
16685  ,96.733      ,807.78  ,-0.28041  ,-98.31
16686  ,90.151      ,820.58  ,-0.77056  ,-109.17
16687  ,92.076      ,820.58  ,0.0086213  ,-101.35
16688  ,95.614      ,805.96  ,-5.2133  ,-103.02
16689  ,96.792      ,807.42  ,-5.8335  ,-98.199
16690  ,97.955      ,808.15  ,-6.3448  ,-92.882
16691  ,87.355      ,833.27  ,-6.283  ,-98.099
16692  ,81.029      ,844.88  ,-5.8975  ,-103.16
16693  ,81.029      ,844.62  ,-5.6343  ,-110.86
16694  ,90.168      ,820.58  ,-5.3429  ,-109.24
16695  ,94.649      ,828.39  ,-3.4308  ,-81.144
16696  ,101.697     ,806.51  ,0.27285  ,-79.493
16697  ,98.820      ,807.78  ,-0.73583  ,-90.526
16698  ,99.983      ,808.03  ,-0.14743  ,-85.243
16699  ,94.163      ,820.58  ,-0.4468  ,-93.571
16700  ,96.291      ,820.58  ,0.0077246  ,-85.728
16701  ,98.854      ,820.58  ,0.26688  ,-77.876
16702  ,101.759     ,806.73  ,-7.2581  ,-79.31
16703  ,100.042     ,807.79  ,-6.9123  ,-85.098
16704  ,90.624      ,835.3  ,-6.6501  ,-83.545
16705  ,89.441      ,833.99  ,-6.5411  ,-90.315
16706  ,94.146      ,820.58  ,-6.5219  ,-93.691
16707  ,97.195      ,828.39  ,-3.6923  ,-73.351
16708  ,106.486     ,813.39  ,-3.5607  ,-60.472
16709  ,101.400     ,820.58  ,0.0054021  ,-70.083
16710  ,104.555     ,820.58  ,0.11444  ,-62.227
16711  ,105.748     ,808.4  ,-7.896  ,-65.091
16712  ,104.305     ,806.38  ,-7.6607  ,-71.516
16713  ,96.696      ,834.38  ,-6.8192  ,-68.679
16714  ,93.170      ,835.43  ,-6.7353  ,-75.752
16715  ,98.779      ,820.58  ,-7.2217  ,-78.111
16716  ,109.486     ,813.39  ,-3.6735  ,-52.674
16717  ,107.555     ,820.58  ,0.0016154  ,-54.43
16718  ,108.748     ,808.34  ,-8.1326  ,-57.293
16719  ,110.150     ,807.24  ,-8.2741  ,-52.81
16720  ,111.463     ,805.63  ,-8.463  ,-46.245
16721  ,111.455     ,812.85  ,-8.1378  ,-46.158
16722  ,104.775     ,831.49  ,-6.9296  ,-53.75
16723  ,99.697      ,834.16  ,-6.7976  ,-60.882
16724  ,104.326     ,820.58  ,-7.5893  ,-62.519
16725  ,112.604     ,813.39  ,-3.6544  ,-44.876
16726  ,113.924     ,826.38  ,-3.9712  ,-33.444
16727  ,115.193     ,818.21  ,-3.0855  ,-35.116
16728  ,115.043     ,815.84  ,-5.7132  ,-34.052
16729  ,113.217     ,828.12  ,-9.0601  ,-36.518
16730  ,110.673     ,820.58  ,0.020659  ,-46.632
16731  ,116.781     ,820.58  ,-0.0038927  ,-38.775
16732  ,114.308     ,820.58  ,-9.6596  ,-36.323
16733  ,114.840     ,812.71  ,-9.8737  ,-36.194
16734  ,114.573     ,812.78  ,-8.1732  ,-38.221
16735  ,107.893     ,831.14  ,-6.8259  ,-45.952
16736  ,112.026     ,827.35  ,-7.0545  ,-39.793
16737  ,110.444     ,820.58  ,-7.6811  ,-46.924
16738  ,119.955     ,619.75  ,-401  ,-4.5286
16739  ,119.955     ,612.08  ,-395.93  ,-5.1106
16740  ,119.955     ,619.32  ,-401  ,-2.7374
16741  ,119.956     ,612.75  ,-401  ,-2.7374
16742  ,119.956     ,602.49  ,-384.2  ,-5.5331
16743  ,119.956     ,608.13  ,-390.88  ,-5.2689
16744  ,119.956     ,608.73  ,-395.94  ,-2.8991
16745  ,119.956     ,602.95  ,-390.88  ,-2.9385
16746  ,119.956     ,609.6  ,-395.94  ,-5.3988
16747  ,119.958     ,591.08  ,-392.81  ,-5.8963
16748  ,119.957     ,593.6  ,-396.06  ,-6.8484
16749  ,119.958     ,590.19  ,-392.82  ,-3.7366
16750  ,119.957     ,591.78  ,-396.07  ,-5.1415
16751  ,119.957     ,590.59  ,-394.79  ,-5.027
16752  ,119.956     ,605.32  ,-401  ,-0.23501
16753  ,119.956     ,599.4  ,-395.91  ,-0.27024
16754  ,119.957     ,596.81  ,-399.16  ,-3.5461
16755  ,119.957     ,594.36  ,-397.91  ,-0.96034
16756  ,119.957     ,594.31  ,-399.16  ,-4.5475
16757  ,119.957     ,593.5  ,-397.9  ,-1.967
16758  ,119.957     ,597.51  ,-401  ,-0.63499
16759  ,119.957     ,594.92  ,-399.16  ,-5.7129
16760  ,119.957     ,595.93  ,-401  ,-2.6401
16761  ,119.957     ,595.94  ,-399.16  ,-6.5561
16762  ,119.957     ,596.22  ,-401  ,-5.1811
16763  ,119.957     ,597.19  ,-399.17  ,-6.9483
16764  ,119.957     ,597.67  ,-401  ,-5.4075
16765  ,119.957     ,598.23  ,-401  ,-6.7697
16766  ,119.956     ,606.62  ,-401  ,-3.4486
16767  ,119.956     ,607.49  ,-401  ,-5.9511
16768  ,119.956     ,600.06  ,-401  ,-3.4486
16769  ,119.956     ,598.94  ,-401  ,-4.0709
16770  ,119.956     ,598.59  ,-401  ,-5.3011
16771  ,119.956     ,600.44  ,-401  ,-6.7686
16772  ,119.956     ,606.23  ,-400.55  ,-3.4659
16773  ,119.956     ,600.46  ,-395.49  ,-3.5052
16774  ,119.956     ,607.12  ,-400.55  ,-5.9666
16775  ,119.956     ,602.91  ,-395.45  ,-6.1451
16776  ,119.957     ,597.73  ,-398.71  ,-6.9419
16777  ,119.956     ,599.67  ,-400.55  ,-3.4659
16778  ,119.956     ,598.55  ,-400.55  ,-4.0882
16779  ,119.957     ,598.2  ,-400.55  ,-5.3184
16780  ,119.956     ,600.05  ,-400.54  ,-6.7859
16781  ,119.956     ,600.97  ,-400.55  ,-6.6795
16782  ,119.958     ,591.83  ,-391.52  ,-5.9823
16783  ,119.957     ,594.32  ,-394.76  ,-7.0966
16784  ,119.957     ,593.06  ,-393.49  ,-7.1657
16785  ,119.957     ,592.19  ,-393.5  ,-4.7578
16786  ,119.957     ,596.3  ,-396.6  ,-3.6192
16787  ,119.957     ,597.21  ,-396.14  ,-6.8485
16788  ,119.958     ,588.65  ,-388.85  ,-6.1905
16789  ,119.958     ,589.99  ,-390.86  ,-6.1239
16790  ,119.957     ,591.23  ,-392.83  ,-7.1122
16791  ,119.958     ,592  ,-391.54  ,-7.1738
16792  ,119.958     ,588.81  ,-388.87  ,-7.3729
16793  ,119.958     ,591.27  ,-390.86  ,-6.0084
16794  ,119.957     ,593.28  ,-391.54  ,-7.0296
16795  ,119.958     ,590.1  ,-388.87  ,-7.2376
16796  ,119.958     ,591.44  ,-390.88  ,-7.2001
16797  ,119.957     ,592.6  ,-390.86  ,-5.856
16798  ,119.957     ,597.85  ,-390.88  ,-3.5324
16799  ,119.957     ,600.47  ,-390.88  ,-6.1551
16800  ,119.957     ,597.06  ,-395.94  ,-3.493
16801  ,119.957     ,597.94  ,-395.48  ,-6.7251
16802  ,119.957     ,594.6  ,-391.54  ,-6.8783
16803  ,119.957     ,594.04  ,-390.88  ,-6.9041
16804  ,119.958     ,592.05  ,-390.2  ,-5.8815
16805  ,119.957     ,597.3  ,-390.22  ,-3.5578
16806  ,119.957     ,599.94  ,-390.23  ,-6.1782
16807  ,119.958     ,590.89  ,-388.22  ,-7.1125
16808  ,119.957     ,593.49  ,-390.22  ,-6.93
16809  ,119.957     ,594.82  ,-390.22  ,-6.7764
16810  ,119.965     ,581.82  ,-372.86  ,-5.8862
16811  ,119.959     ,591.53  ,-377.11  ,-6.3947
16812  ,119.959     ,585.72  ,-370.41  ,-6.6907
16813  ,119.959     ,591.88  ,-383.77  ,-3.8156
16814  ,119.959     ,594.7  ,-383.8  ,-6.4117
16815  ,119.961     ,585.39  ,-381.74  ,-7.3761
16816  ,119.960     ,588.84  ,-383.11  ,-7.0569
16817  ,119.973     ,576.42  ,-366.41  ,-6.1529
16818  ,119.989     ,569.51  ,-357.32  ,-4.2833
16819  ,119.967     ,580.56  ,-363.99  ,-6.9324
16820  ,119.989     ,574.77  ,-357.3  ,-7.2352
16821  ,119.970     ,578.03  ,-370.21  ,-7.5826
16822  ,120.000     ,564.12  ,-350.88  ,-4.5538
16823  ,120.000     ,569.6  ,-350.88  ,-7.4822
16824  ,119.989     ,567.24  ,-357.32  ,-8.1211
16825  ,119.961     ,582.91  ,-383.9  ,-5.1127
16826  ,119.963     ,580.89  ,-378.8  ,-5.0615
16827  ,119.971     ,574.82  ,-369.92  ,-3.7341
16828  ,119.969     ,576.43  ,-373.72  ,-5.1654
16829  ,119.959     ,586.69  ,-388.87  ,-3.8992
16830  ,119.959     ,585.51  ,-386.88  ,-5.1287
16831  ,119.961     ,583.49  ,-381.79  ,-5.0774
16832  ,119.961     ,580.94  ,-383.92  ,-2.8216
16833  ,119.988     ,564.37  ,-359.63  ,-5.4719
16834  ,119.994     ,558.32  ,-358.07  ,-3.1607
16835  ,119.975     ,573.56  ,-366.62  ,-2.5068
16836  ,119.991     ,566.48  ,-357.51  ,-0.63752
16837  ,119.969     ,577.67  ,-364.2  ,-0.57952
16838  ,119.969     ,583.56  ,-370.9  ,-0.50935
16839  ,119.970     ,577.68  ,-364.2  ,-3.2997
16840  ,119.981     ,569.77  ,-363.97  ,-4.2049
16841  ,119.991     ,564.38  ,-357.53  ,-4.4754
16842  ,119.987     ,563.35  ,-362.4  ,-1.4112
16843  ,119.979     ,567.76  ,-367.46  ,-1.3422
16844  ,119.990     ,561.21  ,-359.83  ,-1.3679
16845  ,119.966     ,579.31  ,-373.29  ,-2.4401
16846  ,119.960     ,588.99  ,-377.53  ,-0.44056
16847  ,119.960     ,589  ,-377.53  ,-2.9607
16848  ,119.961     ,589.55  ,-384.22  ,-0.36877
16849  ,119.963     ,580.93  ,-377.08  ,-3.8715
16850  ,119.964     ,578.01  ,-379.21  ,-1.1862
16851  ,119.970     ,573.58  ,-374.14  ,-1.2523
16852  ,119.974     ,572.66  ,-370.84  ,-0.49128
16853  ,119.958     ,589.9  ,-390.86  ,-2.6337
16854  ,119.957     ,595.16  ,-390.88  ,-0.31
16855  ,119.958     ,589.93  ,-392.84  ,-1.013
16856  ,119.957     ,594.36  ,-395.94  ,-0.26815
16857  ,119.957     ,591.91  ,-391.54  ,-3.6549
16858  ,119.958     ,588.73  ,-388.87  ,-3.8631
16859  ,119.957     ,592.68  ,-390.88  ,-3.5286
16860  ,119.958     ,592.12  ,-390.22  ,-3.5541
16861  ,119.960     ,586.71  ,-383.77  ,-3.8119
16862  ,119.961     ,583.85  ,-385.91  ,-1.1027
16863  ,119.959     ,586.4  ,-388.89  ,-1.1165
16864  ,119.961     ,584.19  ,-384.19  ,-0.36312
16865  ,119.958     ,588.78  ,-390.86  ,-3.2287
16866  ,119.958     ,589.09  ,-392.84  ,-1.9802
16867  ,119.959     ,585.57  ,-388.9  ,-2.1242
16868  ,119.958     ,588.74  ,-390.88  ,-0.69072
16869  ,119.958     ,588.35  ,-390.86  ,-4.4271
16870  ,119.958     ,589.18  ,-392.83  ,-5.6674
16871  ,119.958     ,588.65  ,-392.84  ,-3.1862
16872  ,119.959     ,585.16  ,-388.9  ,-3.3638
16873  ,119.958     ,587.08  ,-390.88  ,-2.6149
16874  ,119.958     ,588.85  ,-390.86  ,-5.5978
