Date:  23:26, ÐÇÆÚÈÕ, °ËÔÂ 30, 2020
Model name:Boeing 747-simple_thermal
Study name:Thermal 1(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (mm)  ,Y (mm)  ,Z (mm)
8988  ,48.197      ,518.98  ,310.88  ,-1.5021
8989  ,48.166      ,519.45  ,310.88  ,-5.2383
8990  ,47.891      ,521.2  ,310.88  ,-5.8444
8991  ,47.006      ,526.59  ,310.88  ,-0.94632
8992  ,44.953      ,527.01  ,320.63  ,-1.7848
8993  ,44.916      ,527.61  ,320.66  ,-4.614
8994  ,44.543      ,529.76  ,320.7  ,-5.6276
8995  ,45.602      ,525.77  ,318.77  ,-4.3949
8996  ,45.205      ,528.67  ,318.35  ,-5.6277
8997  ,46.501      ,523.35  ,315.86  ,-1.482
8998  ,45.310      ,530.81  ,315.87  ,-0.93823
8999  ,46.241      ,525.12  ,315.87  ,-0.92656
9000  ,43.039      ,531.39  ,325.63  ,-1.7438
9001  ,43.002      ,529.84  ,325.58  ,-3.5803
9002  ,42.628      ,534.08  ,325.7  ,-5.601
9003  ,41.117      ,535.85  ,330.73  ,-1.696
9004  ,40.653      ,538.53  ,330.85  ,-5.3784
9005  ,42.631      ,533.79  ,325.85  ,-0.88688
9006  ,36.632      ,544.69  ,340.85  ,-1.5859
9007  ,36.593      ,545.25  ,340.88  ,-4.1834
9008  ,36.092      ,547.3  ,341.01  ,-5.1133
9009  ,38.869      ,540.23  ,335.74  ,-1.6437
9010  ,38.404      ,542.86  ,335.85  ,-5.3408
9011  ,35.037      ,548.32  ,343.17  ,-4.9039
9012  ,38.009      ,542.35  ,337.91  ,-3.71
9013  ,35.449      ,546.3  ,343.18  ,-1.9123
9014  ,38.467      ,542.44  ,335.85  ,-0.82199
9015  ,33.732      ,571.8  ,337.55  ,-3.3709
9016  ,37.446      ,552.32  ,334.2  ,-0.85963
9017  ,35.197      ,556.41  ,339.2  ,-0.82089
9018  ,36.317      ,566.24  ,330.88  ,-3.4135
9019  ,38.378      ,562.07  ,324.21  ,-3.5233
9020  ,42.710      ,543.93  ,317.55  ,-0.95794
9021  ,41.945      ,542.36  ,322.54  ,-0.92778
9022  ,40.031      ,546.45  ,327.53  ,-0.90234
9023  ,36.761      ,560.68  ,330.88  ,-0.90736
9024  ,46.432      ,538.46  ,304.21  ,-0.97497
9025  ,40.826      ,556.52  ,317.55  ,-3.5411
9026  ,43.003      ,552.35  ,310.88  ,-3.6361
9027  ,45.158      ,538.21  ,310.88  ,-0.96903
9028  ,41.794      ,549.57  ,317.55  ,-0.96962
9029  ,43.094      ,561.81  ,304.21  ,-3.7361
9030  ,41.863      ,570.8  ,304.23  ,-2.6999
9031  ,43.091      ,561.93  ,304.21  ,-1.0171
9032  ,41.635      ,572.31  ,304.24  ,-1.0356
9033  ,38.851      ,570.14  ,317.55  ,-3.5675
9034  ,41.027      ,565.97  ,310.88  ,-3.6624
9035  ,39.636      ,576.09  ,310.88  ,-2.1642
9036  ,37.779      ,579.22  ,317.57  ,-2.5246
9037  ,39.789      ,574.97  ,310.88  ,-2.627
9038  ,45.189      ,547.03  ,304.21  ,-0.9904
9039  ,43.823      ,556.52  ,304.21  ,-1.0074
9040  ,39.583      ,564.85  ,317.55  ,-3.5573
9041  ,41.759      ,560.68  ,310.88  ,-3.6522
9042  ,42.998      ,552.35  ,310.88  ,-0.99652
9043  ,41.023      ,565.97  ,310.88  ,-1.0228
9044  ,37.409      ,569.02  ,324.21  ,-3.5383
9045  ,34.773      ,582.4  ,330.91  ,-2.3709
9046  ,36.338      ,578.1  ,324.24  ,-2.4954
9047  ,38.377      ,562.07  ,324.21  ,-0.95966
9048  ,40.825      ,556.71  ,317.55  ,-0.98434
9049  ,38.850      ,569.97  ,317.55  ,-1.0116
9050  ,39.582      ,564.85  ,317.55  ,-1.0011
9051  ,33.296      ,577.35  ,337.55  ,-3.3835
9052  ,35.356      ,573.18  ,330.88  ,-3.4933
9053  ,32.720      ,586.57  ,337.57  ,-2.326
9054  ,33.739      ,571.79  ,337.55  ,-0.87213
9055  ,36.324      ,566.4  ,330.89  ,-0.92006
9056  ,35.356      ,573.18  ,330.88  ,-0.93523
9057  ,32.046      ,597.88  ,337.61  ,-2.8441
9058  ,33.611      ,593.63  ,330.95  ,-2.945
9059  ,34.682      ,584.08  ,330.92  ,-0.95918
9060  ,32.629      ,587.97  ,337.57  ,-0.90853
9061  ,35.091      ,589.41  ,324.28  ,-3.036
9062  ,37.603      ,580.85  ,317.58  ,-1.0338
9063  ,36.162      ,579.58  ,324.24  ,-0.99725
9064  ,33.435      ,594.38  ,330.94  ,-0.98193
9065  ,41.142      ,576.92  ,304.25  ,-3.2321
9066  ,40.914      ,577.75  ,304.24  ,-1.0452
9067  ,38.914      ,581.6  ,310.88  ,-2.2687
9068  ,37.058      ,585.21  ,317.59  ,-3.1155
9069  ,39.570      ,576.55  ,310.88  ,-1.0432
9070  ,36.882      ,585.99  ,317.58  ,-1.0443
9071  ,31.979      ,586.33  ,344.23  ,-5.2136
9072  ,31.403      ,595.28  ,344.25  ,-4.1852
9073  ,31.986      ,586.21  ,344.21  ,-2.726
9074  ,30.335      ,594.39  ,357.55  ,-5.0047
9075  ,30.000      ,598.18  ,370.88  ,-5.2902
9076  ,31.644      ,581.52  ,344.21  ,-5.7655
9077  ,32.088      ,575.96  ,344.21  ,-3.2528
9078  ,31.651      ,581.52  ,344.21  ,-3.2654
9079  ,30.335      ,590.38  ,350.88  ,-5.107
9080  ,30.000      ,589.85  ,357.55  ,-5.526
9081  ,30.000      ,560.23  ,360.45  ,-5.436
9082  ,30.000      ,562.92  ,360.48  ,-5.8572
9083  ,30.000      ,563.23  ,360.49  ,-8.4771
9084  ,30.000      ,578.15  ,380.86  ,-4.8189
9085  ,30.000      ,580.68  ,380.97  ,-5.2021
9086  ,30.000      ,580.97  ,380.99  ,-7.5959
9087  ,30.000      ,564.69  ,365.54  ,-5.2804
9088  ,30.000      ,567.39  ,365.57  ,-5.7495
9089  ,30.000      ,565.75  ,365.58  ,-7.1806
9090  ,30.000      ,569.18  ,370.65  ,-5.1237
9091  ,30.000      ,567.68  ,365.64  ,-8.252
9092  ,30.000      ,569.87  ,365.65  ,-8.258
9093  ,30.000      ,578.68  ,375.94  ,-7.8146
9094  ,30.000      ,571.79  ,370.72  ,-5.5257
9095  ,30.000      ,572.09  ,370.73  ,-8.0315
9096  ,30.000      ,584.46  ,383.57  ,-7.5758
9097  ,30.000      ,580.44  ,383.47  ,-3.2082
9098  ,30.000      ,580.59  ,383.49  ,-5.196
9099  ,30.000      ,581.83  ,383.58  ,-6.8126
9100  ,30.000      ,583.47  ,386.07  ,-6.1972
9101  ,30.000      ,558.27  ,358.3  ,-5.1335
9102  ,30.000      ,559.16  ,358.32  ,-7.1848
9103  ,30.000      ,561  ,358.33  ,-8.4667
9104  ,30.000      ,561.5  ,357.95  ,-5.8873
9105  ,30.000      ,564.04  ,357.97  ,-8.5143
9106  ,30.000      ,559.53  ,355.79  ,-8.755
9107  ,30.000      ,591.67  ,393.24  ,-5.0923
9108  ,30.000      ,593.48  ,393.26  ,-7.1051
9109  ,30.000      ,589.07  ,388.47  ,-7.3304
9110  ,30.000      ,589.41  ,393.23  ,-5.4566
9111  ,30.000      ,591.94  ,393.26  ,-7.1627
9112  ,30.000      ,587.5  ,388.47  ,-7.3012
9113  ,30.000      ,585.33  ,388.49  ,-5.7517
9114  ,30.000      ,590.71  ,390.88  ,-7.2807
9115  ,30.000      ,588.96  ,393.24  ,-3.9929
9116  ,30.000      ,584.8  ,388.49  ,-4.2787
9117  ,30.000      ,587.87  ,390.88  ,-6.232
9118  ,30.000      ,589.19  ,393.24  ,-2.477
9119  ,30.000      ,584.96  ,388.49  ,-2.7198
9120  ,30.000      ,588.3  ,390.88  ,-4.4945
9121  ,30.000      ,586.9  ,390.88  ,-3.3716
9122  ,31.928      ,551.2  ,348.19  ,-5.6987
9123  ,32.340      ,549.71  ,348.21  ,-3.2649
9124  ,30.000      ,554.02  ,353.49  ,-4.6774
9125  ,32.340      ,549.38  ,348.21  ,-4.9629
9126  ,30.000      ,554.35  ,353.52  ,-6.3411
9127  ,30.000      ,551.82  ,350.88  ,-3.9296
9128  ,31.928      ,551.77  ,348.18  ,-8.7319
9129  ,32.340      ,549.74  ,348.19  ,-6.652
9130  ,30.000      ,555.31  ,353.52  ,-7.7406
9131  ,30.000      ,553.12  ,350.88  ,-5.384
9132  ,30.000      ,552.47  ,350.88  ,-7.219
9133  ,31.928      ,553.46  ,348.19  ,-9.1366
9134  ,30.000      ,556.73  ,353.51  ,-8.6448
9135  ,30.000      ,559.85  ,353.16  ,-8.7349
9136  ,30.000      ,554.78  ,350.88  ,-5.6493
9137  ,30.000      ,555.32  ,350.88  ,-8.977
9138  ,31.350      ,601.17  ,344.25  ,-3.4187
9139  ,30.017      ,612.33  ,377.6  ,-4.0319
9140  ,30.017      ,608.44  ,370.97  ,-4.1146
9141  ,30.410      ,604.33  ,357.6  ,-3.864
9142  ,30.075      ,603.7  ,364.28  ,-4.2965
9143  ,30.357      ,609.89  ,357.59  ,-3.1404
9144  ,30.092      ,617.79  ,370.96  ,-3.0374
9145  ,31.371      ,600.11  ,344.25  ,-3.6305
9146  ,30.637      ,599.77  ,350.88  ,-4.0276
9147  ,30.584      ,605.49  ,350.88  ,-3.284
9148  ,30.378      ,608.89  ,357.59  ,-3.3396
9149  ,33.109      ,556.7  ,345.88  ,-0.75084
9150  ,32.088      ,566.16  ,344.2  ,-0.79045
9151  ,30.000      ,563.38  ,355.67  ,-1.9737
9152  ,30.000      ,564.51  ,353.16  ,-4.6293
9153  ,31.928      ,552.65  ,348.19  ,-4.8586
9154  ,32.340      ,550.68  ,348.19  ,-1.8433
9155  ,33.109      ,551.1  ,345.87  ,-0.73837
9156  ,30.000      ,557.46  ,355.65  ,-1.5032
9157  ,30.000      ,554.36  ,353.45  ,-3.0296
9158  ,30.000      ,559.03  ,353.16  ,-4.6173
9159  ,30.000      ,553.8  ,350.88  ,-1.2296
9160  ,30.000      ,556.24  ,350.88  ,-4.8092
9161  ,30.000      ,560.91  ,350.88  ,-0.7036
9162  ,30.000      ,563.27  ,362.31  ,-1.4126
9163  ,30.000      ,561.95  ,362.26  ,-3.1953
9164  ,30.000      ,566.19  ,362.34  ,-4.5208
9165  ,30.000      ,567.7  ,367.39  ,-1.3432
9166  ,30.000      ,564.77  ,359.81  ,-4.5509
9167  ,30.000      ,566.48  ,357.51  ,-0.63752
9168  ,30.000      ,561.16  ,357.53  ,-0.62624
9169  ,30.000      ,577.97  ,379.17  ,-1.1867
9170  ,30.000      ,576.78  ,379.16  ,-2.839
9171  ,30.000      ,578.82  ,379.26  ,-4.4189
9172  ,30.000      ,573.52  ,374.07  ,-1.2533
9173  ,30.000      ,572.29  ,374.04  ,-2.9454
9174  ,30.000      ,572.16  ,374.05  ,-5.0215
9175  ,30.000      ,572.66  ,370.84  ,-0.49128
9176  ,30.000      ,590.04  ,393.23  ,-1.2069
9177  ,30.000      ,594.36  ,395.94  ,-0.26815
9178  ,30.000      ,583.81  ,385.86  ,-1.1032
9179  ,30.000      ,586.54  ,385.99  ,-3.9517
9180  ,30.000      ,587.92  ,388.47  ,-3.8895
9181  ,30.000      ,585.77  ,388.49  ,-1.3817
9182  ,30.000      ,591.12  ,390.88  ,-3.7068
9183  ,30.000      ,589.58  ,390.88  ,-3.692
9184  ,30.000      ,588.52  ,390.88  ,-0.81994
9185  ,30.000      ,584.19  ,384.19  ,-0.36312
9186  ,30.000      ,595.71  ,393.24  ,-1.6955
9187  ,30.000      ,597.53  ,393.26  ,-3.7058
9188  ,30.000      ,599.4  ,395.91  ,-0.27024
9189  ,30.003      ,606.15  ,395.95  ,-0.27252
9190  ,30.000      ,589.55  ,384.22  ,-0.36877
9191  ,30.000      ,595.16  ,390.88  ,-0.31
9192  ,30.000      ,600.96  ,377.55  ,-2.817
9193  ,30.000      ,583.56  ,370.9  ,-0.50935
9194  ,30.000      ,588.99  ,377.53  ,-0.44056
9195  ,30.000      ,599.78  ,384.19  ,-0.38064
9196  ,30.000      ,595.41  ,370.88  ,-2.8892
9197  ,30.000      ,591.24  ,364.21  ,-3.0036
9198  ,30.000      ,587.07  ,357.55  ,-3.1232
9199  ,30.000      ,577.59  ,357.56  ,-0.66025
9200  ,30.000      ,577.67  ,364.2  ,-0.57952
9201  ,30.000      ,594.02  ,370.88  ,-0.52782
9202  ,32.088      ,571.8  ,344.21  ,-0.80309
9203  ,30.000      ,581.52  ,350.88  ,-3.193
9204  ,30.000      ,571.87  ,350.88  ,-0.72774
9205  ,30.000      ,582.91  ,357.55  ,-0.67165
9206  ,31.413      ,596.1  ,344.24  ,-2.2747
9207  ,31.996      ,587.01  ,344.23  ,-0.8374
9208  ,31.322      ,597.34  ,344.24  ,-0.86069
9209  ,30.679      ,595.74  ,350.88  ,-2.6747
9210  ,30.627      ,601.39  ,350.88  ,-1.7433
9211  ,30.420      ,604.87  ,357.58  ,-1.9854
9212  ,30.647      ,600.44  ,350.88  ,-2.1351
9213  ,32.300      ,576.09  ,344.22  ,-0.8127
9214  ,31.863      ,581.52  ,344.21  ,-0.82508
9215  ,30.547      ,590.38  ,350.88  ,-2.6627
9216  ,30.212      ,585.68  ,350.88  ,-3.2022
9217  ,30.212      ,586.96  ,357.54  ,-0.6803
9218  ,30.212      ,581.52  ,350.88  ,-0.74906
9219  ,30.557      ,591.05  ,350.88  ,-0.77019
9220  ,30.359      ,594.55  ,357.55  ,-2.5892
9221  ,30.025      ,598.18  ,370.88  ,-2.8947
9222  ,30.025      ,594.02  ,364.21  ,-3.009
9223  ,30.025      ,589.85  ,357.55  ,-3.1287
9224  ,30.042      ,608.14  ,370.92  ,-1.7493
9225  ,30.100      ,603.68  ,364.25  ,-1.9
9226  ,30.025      ,591.24  ,364.21  ,-0.60581
9227  ,30.370      ,595.02  ,357.54  ,-0.69747
9228  ,30.237      ,589.85  ,357.55  ,-0.68634
9229  ,30.006      ,602.35  ,377.55  ,-2.8191
9230  ,30.023      ,612.31  ,377.58  ,-1.6737
9231  ,30.006      ,600.96  ,377.55  ,-0.45795
9232  ,30.006      ,595.46  ,370.89  ,-0.53023
9233  ,30.031      ,598.18  ,370.88  ,-0.53513
9234  ,30.003      ,611.19  ,395.92  ,-0.27467
9235  ,30.005      ,617.94  ,395.96  ,-0.27697
9236  ,30.000      ,605.51  ,390.88  ,-0.31752
9237  ,30.000      ,605.13  ,384.21  ,-0.38644
9238  ,30.006      ,606.52  ,384.21  ,-0.38803
9239  ,30.013      ,627.21  ,392.8  ,-0.88372
9240  ,30.013      ,623.49  ,395.93  ,-0.27942
9241  ,30.013      ,630.24  ,395.97  ,-0.28175
9242  ,30.014      ,612.38  ,384.24  ,-0.39442
9243  ,30.008      ,616.39  ,390.88  ,-0.32557
9244  ,30.010      ,632.91  ,392.8  ,-0.88808
9245  ,30.010      ,635.79  ,395.94  ,-0.28427
9246  ,30.010      ,636.56  ,395.44  ,-0.28991
9247  ,30.009      ,633.33  ,390.88  ,-1.2052
9248  ,30.012      ,627.8  ,390.88  ,-0.33419
9249  ,30.008      ,632.98  ,390.35  ,-1.1847
9250  ,30.020      ,628.09  ,383.73  ,-2.0125
9251  ,30.010      ,617.89  ,383.74  ,-0.40679
9252  ,30.011      ,627.42  ,390.35  ,-0.33986
9253  ,30.008      ,633.14  ,390.35  ,-0.34441
9254  ,30.030      ,623.78  ,377.27  ,-2.1312
9255  ,30.089      ,619.37  ,370.61  ,-2.2556
9256  ,30.038      ,609.4  ,370.6  ,-0.55852
9257  ,30.020      ,613.24  ,377.22  ,-0.48032
9258  ,30.017      ,628.48  ,383.37  ,-0.42409
9259  ,30.144      ,615.08  ,364.12  ,-2.3775
9260  ,30.414      ,606.17  ,357.42  ,-0.72265
9261  ,30.094      ,604.8  ,364.07  ,-0.63445
9262  ,30.082      ,619.9  ,370.43  ,-0.57972
9263  ,31.342      ,602.15  ,344.26  ,-2.7352
9264  ,31.251      ,602.87  ,344.25  ,-0.87313
9265  ,30.555      ,606.94  ,350.88  ,-1.8346
9266  ,30.349      ,610.81  ,357.6  ,-2.4985
9267  ,30.618      ,601.78  ,350.88  ,-0.79407
9268  ,30.342      ,611.38  ,357.41  ,-0.73397
9269  ,109.136     ,419.04  ,-86.36  ,14.13
9270  ,114.791     ,447.49  ,-90.943  ,16.803
9271  ,110.822     ,427.11  ,-95.844  ,16.105
9272  ,114.066     ,443.12  ,-97.615  ,15.846
9273  ,109.629     ,424.33  ,-81.485  ,14.81
9274  ,109.949     ,423.67  ,-89.183  ,17.052
9275  ,113.193     ,440.11  ,-90.962  ,16.801
9276  ,112.040     ,436.74  ,-84.285  ,17.724
9277  ,111.315     ,432.29  ,-90.979  ,16.799
9278  ,108.866     ,423.43  ,-74.774  ,15.669
9279  ,107.958     ,429.92  ,-62.455  ,20.402
9280  ,108.058     ,428.25  ,-63.707  ,13.984
9281  ,111.278     ,435.95  ,-77.588  ,18.607
9282  ,109.680     ,428.14  ,-77.605  ,18.605
9283  ,110.240     ,446.45  ,-62.471  ,20.4
9284  ,109.385     ,438.55  ,-62.457  ,20.402
9285  ,110.214     ,443.3  ,-63.629  ,14.769
9286  ,109.485     ,436.59  ,-63.707  ,13.984
9287  ,110.973     ,449.23  ,-63.54  ,15.464
9288  ,112.705     ,444.05  ,-77.587  ,18.607
9289  ,110.344     ,435.68  ,-70.88  ,19.44
9290  ,115.616     ,449.77  ,-97.592  ,10.791
9291  ,114.463     ,446.58  ,-90.927  ,11.73
9292  ,113.360     ,443.35  ,-84.26  ,12.321
9293  ,111.762     ,435.75  ,-84.278  ,12.319
9294  ,111.000     ,434.85  ,-77.567  ,13.178
9295  ,114.185     ,445.54  ,-90.929  ,6.3458
9296  ,109.103     ,418.9  ,-86.808  ,7.2423
9297  ,109.424     ,418.42  ,-94.5  ,9.475
9298  ,110.636     ,426.39  ,-95.833  ,10.199
9299  ,113.880     ,442.47  ,-97.605  ,9.9413
9300  ,112.727     ,439.28  ,-90.94  ,10.88
9301  ,112.002     ,434.87  ,-97.623  ,9.9395
9302  ,111.129     ,431.68  ,-90.958  ,10.878
9303  ,113.552     ,441.51  ,-97.597  ,4.8845
9304  ,112.449     ,438.03  ,-90.94  ,5.4719
9305  ,110.604     ,426.29  ,-96.278  ,3.3167
9306  ,109.523     ,423.64  ,-81.474  ,8.5577
9307  ,109.844     ,423.16  ,-89.167  ,10.79
9308  ,110.337     ,428.45  ,-84.292  ,11.47
9309  ,111.657     ,435.06  ,-84.265  ,6.0671
9310  ,109.811     ,422.82  ,-89.616  ,3.8962
9311  ,111.024     ,430.94  ,-90.956  ,4.6462
9312  ,117.309     ,455.7  ,-96.361  ,11.666
9313  ,116.156     ,452.51  ,-89.696  ,12.605
9314  ,116.981     ,454.71  ,-96.354  ,6.6057
9315  ,115.878     ,451.65  ,-89.695  ,7.2325
9316  ,112.985     ,450.49  ,-63.642  ,10.331
9317  ,113.744     ,456.24  ,-63.558  ,11.007
9318  ,113.770     ,459.54  ,-62.738  ,11.749
9319  ,115.476     ,451.27  ,-77.574  ,14.084
9320  ,114.541     ,451.11  ,-70.88  ,14.941
9321  ,110.085     ,442.33  ,-63.646  ,9.384
9322  ,109.356     ,435.81  ,-63.72  ,8.6205
9323  ,112.576     ,443.35  ,-77.574  ,13.165
9324  ,110.215     ,434.86  ,-70.88  ,14.022
9325  ,111.642     ,443.19  ,-70.88  ,14.022
9326  ,112.297     ,442.23  ,-77.578  ,7.7791
9327  ,114.412     ,450.29  ,-70.88  ,9.5229
9328  ,108.856     ,423.02  ,-74.774  ,9.3319
9329  ,108.048     ,427.65  ,-63.722  ,7.6738
9330  ,109.670     ,427.84  ,-77.592  ,12.244
9331  ,108.907     ,426.94  ,-70.88  ,13.103
9332  ,110.990     ,434.53  ,-77.576  ,6.8857
9333  ,109.564     ,427.02  ,-77.591  ,6.0122
9334  ,110.205     ,434.45  ,-70.88  ,7.6852
9335  ,114.440     ,850.29  ,-90.415  ,-23.452
9336  ,114.465     ,841.62  ,-90.415  ,-23.452
9337  ,114.453     ,845.83  ,-86.498  ,-23.274
9338  ,114.425     ,843.08  ,-62.543  ,-22.182
9339  ,114.508     ,835.58  ,-62.543  ,-22.182
9340  ,114.494     ,836.78  ,-63.218  ,-24.38
9341  ,114.488     ,836.37  ,-78.689  ,-22.918
9342  ,114.384     ,850.58  ,-62.543  ,-22.182
9343  ,114.453     ,844.28  ,-63.218  ,-24.38
9344  ,114.389     ,850.21  ,-62.899  ,-24.195
9345  ,114.343     ,858.08  ,-63.887  ,-22.243
9346  ,114.422     ,852.54  ,-78.689  ,-22.918
9347  ,114.447     ,843.87  ,-78.689  ,-22.918
9348  ,114.457     ,843.08  ,-70.88  ,-22.562
9349  ,114.361     ,857.71  ,-62.899  ,-24.195
9350  ,114.315     ,865.58  ,-63.887  ,-22.243
9351  ,114.369     ,874.1  ,-75.424  ,-22.769
9352  ,114.335     ,871.97  ,-67.295  ,-22.398
9353  ,114.394     ,860.04  ,-78.689  ,-22.918
9354  ,114.388     ,858.08  ,-70.88  ,-22.562
9355  ,114.401     ,870.84  ,-87.182  ,-24.086
9356  ,114.404     ,876.23  ,-90.219  ,-23.444
9357  ,114.389     ,874.1  ,-82.09  ,-23.073
9358  ,114.414     ,860.04  ,-85.356  ,-23.222
9359  ,114.380     ,865.58  ,-77.547  ,-22.866
9360  ,114.410     ,870.84  ,-93.848  ,-24.39
9361  ,114.419     ,870.63  ,-101  ,-24.491
9362  ,114.414     ,876.23  ,-96.886  ,-23.747
9363  ,114.436     ,855.82  ,-95.939  ,-23.704
9364  ,114.424     ,860.04  ,-92.023  ,-23.526
9365  ,114.410     ,865.58  ,-90.88  ,-23.474
9366  ,114.428     ,854.48  ,-86.357  ,-24.96
9367  ,114.414     ,860.02  ,-85.215  ,-24.908
9368  ,114.424     ,860.02  ,-91.881  ,-25.212
9369  ,114.410     ,870.84  ,-93.848  ,-25.833
9370  ,114.419     ,870.63  ,-101  ,-25.934
9371  ,114.420     ,865.58  ,-97.547  ,-25.221
9372  ,114.424     ,860.17  ,-91.881  ,-26.651
9373  ,114.401     ,870.84  ,-87.182  ,-25.63
9374  ,114.400     ,865.58  ,-84.214  ,-24.714
9375  ,114.410     ,865.58  ,-90.88  ,-25.018
9376  ,114.414     ,859.97  ,-85.215  ,-26.454
9377  ,114.410     ,865.58  ,-90.88  ,-26.461
9378  ,114.361     ,857.99  ,-62.899  ,-25.831
9379  ,114.315     ,865.58  ,-63.887  ,-23.887
9380  ,114.316     ,865.58  ,-63.887  ,-25.637
9381  ,114.369     ,874.1  ,-75.424  ,-24.413
9382  ,114.335     ,871.97  ,-67.295  ,-24.043
9383  ,114.360     ,865.58  ,-70.88  ,-24.206
9384  ,114.380     ,865.58  ,-77.547  ,-24.51
9385  ,114.380     ,865.58  ,-77.547  ,-26.054
9386  ,114.445     ,846.07  ,-63.218  ,-26.194
9387  ,114.381     ,851.67  ,-62.899  ,-26.018
9388  ,114.414     ,854.1  ,-78.689  ,-24.738
9389  ,114.408     ,852.14  ,-70.88  ,-24.382
9390  ,114.380     ,859.63  ,-70.88  ,-24.382
9391  ,114.400     ,859.63  ,-77.547  ,-24.686
9392  ,114.414     ,853.85  ,-78.548  ,-26.431
9393  ,114.400     ,859.8  ,-77.547  ,-26.225
9394  ,114.380     ,859.63  ,-70.88  ,-26.026
9395  ,114.476     ,839.76  ,-63.218  ,-26.38
9396  ,114.445     ,848.16  ,-78.689  ,-24.913
9397  ,114.470     ,839.49  ,-78.689  ,-24.913
9398  ,114.480     ,838.7  ,-70.88  ,-24.557
9399  ,114.439     ,846.2  ,-70.88  ,-24.557
9400  ,114.445     ,848.28  ,-78.548  ,-26.596
9401  ,114.431     ,847.75  ,-70.88  ,-26.377
9402  ,115.113     ,462.97  ,-62.734  ,14.169
9403  ,114.917     ,463.04  ,-62.427  ,17.64
9404  ,115.237     ,464.88  ,-62.934  ,17.346
9405  ,115.113     ,460.68  ,-62.676  ,12.323
9406  ,118.656     ,459.46  ,-70.88  ,10.532
9407  ,120.000     ,463.3  ,-70.88  ,12.021
9408  ,116.819     ,452.51  ,-81.798  ,13.712
9409  ,116.541     ,451.41  ,-81.791  ,8.2978
9410  ,119.337     ,460.68  ,-87.232  ,8.6311
9411  ,118.656     ,459.42  ,-75.109  ,10.08
9412  ,115.756     ,451.64  ,-75.107  ,9.1778
9413  ,120.000     ,463.42  ,-75.112  ,11.037
9414  ,120.000     ,460.68  ,-75.122  ,10.172
9415  ,119.337     ,463.29  ,-95.14  ,7.7845
9416  ,120.000     ,463.21  ,-87.257  ,8.9202
9417  ,117.972     ,455.7  ,-97.58  ,15.85
9418  ,116.819     ,452.62  ,-90.926  ,16.805
9419  ,119.337     ,460.68  ,-96.343  ,11.668
9420  ,120.000     ,463.29  ,-96.36  ,11.968
9421  ,116.819     ,452.51  ,-84.249  ,17.728
9422  ,115.885     ,452.46  ,-77.57  ,18.608
9423  ,119.337     ,460.68  ,-89.677  ,12.607
9424  ,118.656     ,459.45  ,-77.556  ,14.086
9425  ,120.000     ,463.04  ,-77.556  ,15.874
9426  ,120.000     ,460.68  ,-77.556  ,14.26
9427  ,120.000     ,460.68  ,-81.779  ,13.713
9428  ,120.000     ,463.29  ,-89.694  ,12.907
9429  ,120.000     ,460.68  ,-90.899  ,16.808
9430  ,114.355     ,455.08  ,-62.473  ,20.4
9431  ,115.087     ,457.56  ,-63.54  ,15.464
9432  ,115.113     ,460.68  ,-62.712  ,16.832
9433  ,114.917     ,460.68  ,-62.433  ,20.404
9434  ,115.885     ,452.35  ,-70.88  ,19.439
9435  ,118.656     ,459.45  ,-70.88  ,14.94
9436  ,120.000     ,463.04  ,-70.88  ,16.729
9437  ,120.000     ,460.68  ,-70.88  ,15.114
9438  ,120.000     ,460.68  ,-77.558  ,18.61
9439  ,114.917     ,463.88  ,-62.452  ,20.402
9440  ,115.237     ,465.38  ,-62.933  ,20.35
9441  ,120.000     ,466.74  ,-70.88  ,16.574
9442  ,120.000     ,463.94  ,-70.88  ,19.439
9443  ,120.000     ,468.44  ,-77.606  ,15.797
9444  ,120.000     ,467.56  ,-81.825  ,12.008
9445  ,120.000     ,469.94  ,-89.745  ,11.137
9446  ,120.000     ,465.71  ,-84.266  ,17.725
9447  ,120.000     ,465.74  ,-77.604  ,18.603
9448  ,120.000     ,468.91  ,-77.604  ,18.603
9449  ,120.000     ,472.09  ,-96.401  ,10.361
9450  ,120.000     ,467.74  ,-97.595  ,15.847
9451  ,120.000     ,467.82  ,-90.94  ,16.802
9452  ,120.000     ,472.71  ,-90.975  ,16.797
9453  ,113.046     ,471.75  ,-157.54  ,-1.4772
9454  ,113.703     ,485.43  ,-157.54  ,0.11114
9455  ,111.539     ,440  ,-130.56  ,10.89
9456  ,111.590     ,435.93  ,-123.88  ,11.898
9457  ,109.777     ,432.11  ,-130.92  ,10.836
9458  ,106.528     ,450.96  ,-160.89  ,6.6339
9459  ,109.242     ,440.21  ,-144.23  ,8.8824
9460  ,104.898     ,442.99  ,-160.89  ,6.6347
9461  ,103.505     ,435  ,-160.89  ,6.6346
9462  ,103.170     ,435  ,-160.89  ,0.53764
9463  ,103.521     ,424.33  ,-157.55  ,7.0626
9464  ,107.612     ,431.62  ,-144.24  ,8.8827
9465  ,107.128     ,435.68  ,-150.88  ,7.9529
9466  ,110.022     ,422.89  ,-102.48  ,15.133
9467  ,111.387     ,431.18  ,-104.27  ,14.867
9468  ,109.990     ,422.82  ,-102.91  ,8.2302
9469  ,111.202     ,430.78  ,-104.25  ,8.9541
